ID,CNO,START,END,,,GSYM,GNAME,,,,GPATTERN
01:107000000:111600000:tsg225,1,107000000,111600000,1p13.3,2944,GSTM1,GST1|GSTM1-1|GSTM1a-1a|GSTM1b-1b|GTH4|GTM1|H-B|MU|MU-1,HGNC:4632|MIM:138350|Ensembl:ENSG00000134184|HPRD:00707|Vega:OTTHUMG00000011635,glutathione S-transferase mu 1,protein-coding,GST HB subunit 4|GST class-mu 1|HB subunit 4|S-(hydroxyalkyl)glutathione lyase|glutathione S-alkyltransferase|glutathione S-aralkyltransferase|glutathione S-aryltransferase|glutathione S-transferase M1|glutathione S-transferase Mu 1
22:021800000:024300000:tsg226,22,21800000,24300000,22q11.23,2952,GSTT1,-,HGNC:4641|MIM:600436|Ensembl:ENSG00000184674|HPRD:02700|Vega:OTTHUMG00000150816,glutathione S-transferase theta 1,protein-coding,GST class-theta-1|glutathione S-transferase theta-1|glutathione transferase T1-1
14:015600000:106368585:tsg227,14,15600000,106368585,14q,2972,BRF1,BRF|BRF-1|GTF3B|TAF3B2|TAF3C|TAFIII90|TF3B90|TFIIIB90|hBRF,HGNC:11551|MIM:604902|Ensembl:ENSG00000185024|HPRD:05361|Vega:OTTHUMG00000029884,"BRF1 homolog, subunit of RNA polymerase III transcription initiation factor IIIB (S. cerevisiae)",protein-coding,"B - related factor 1|TATA box binding protein (TBP)-associated factor 3C|TATA box binding protein (TBP)-associated factor, RNA polymerase III, GTF3B subunit 2|TBP - associated factor, RNA polymerase III, 90kD|general transcription factor IIIB, 90kD subunit|transcription factor IIIB 90 kDa subunit"
19:047800000:057600000:tsg228,19,47800000,57600000,19q13.3,29997,GLTSCR2,PICT-1|PICT1,HGNC:4333|MIM:605691|Ensembl:ENSG00000105373|HPRD:16142,glioma tumor suppressor candidate region gene 2,protein-coding,glioma tumor suppressor candidate region gene 2 protein|p60|protein interacting with carboxyl terminus 1
19:047800000:057600000:tsg229,19,47800000,57600000,19q13.3,29998,GLTSCR1,-,HGNC:4332|MIM:605690|Ensembl:ENSG00000063169|HPRD:09296,glioma tumor suppressor candidate region gene 1,protein-coding,glioma tumor suppressor candidate region gene 1 protein
09:060300000:070000000:tsg230,9,60300000,70000000,9q12-q21.2|9q21.13,301,ANXA1,ANX1|LPC1,HGNC:533|MIM:151690|Ensembl:ENSG00000135046|HPRD:01060|Vega:OTTHUMG00000020016,annexin A1,protein-coding,annexin I (lipocortin I)|annexin-1|calpactin II|calpactin-2|chromobindin-9|lipocortin I|p35|phospholipase A2 inhibitory protein
17:000000000:003600000:tsg231,17,0,3600000,17p13.3,3090,HIC1,ZBTB29|ZNF901|hic-1,HGNC:4909|MIM:603825|Ensembl:ENSG00000177374|HPRD:04826,hypermethylated in cancer 1,protein-coding,hypermethylated in cancer 1 protein|zinc finger and BTB domain-containing protein 29
05:135400000:139000000:tsg232,5,135400000,139000000,5q31.2,3094,HINT1,HINT|PKCI-1|PRKCNH1,HGNC:4912|MIM:601314|Ensembl:ENSG00000169567|HPRD:03204|Vega:OTTHUMG00000128995,histidine triad nucleotide binding protein 1,protein-coding,adenosine 5'-monophosphoramidase|histidine triad nucleotide-binding protein 1|protein kinase C inhibitor 1|protein kinase C-interacting protein 1
10:074600000:077400000:tsg233,10,74600000,77400000,10q22.2,310,ANXA7,ANX7|SNX|SYNEXIN,HGNC:545|MIM:186360|Ensembl:ENSG00000138279|HPRD:01720|Vega:OTTHUMG00000018463,annexin A7,protein-coding,annexin VII|annexin-7
12:044600000:056300000:tsg234,12,44600000,56300000,12q13,3164,NR4A1,GFRP1|HMR|N10|NAK-1|NGFIB|NP10|NUR77|TR3,HGNC:7980|MIM:139139|Ensembl:ENSG00000123358|HPRD:00744|Vega:OTTHUMG00000150393,"nuclear receptor subfamily 4, group A, member 1",protein-coding,ST-59|TR3 orphan receptor|early response protein NAK1|growth factor-inducible nuclear protein N10|hormone receptor|nerve growth factor IB nuclear receptor variant 1|nuclear hormone receptor NUR/77|nuclear receptor subfamily 4 group A member 1|orphan nuclear receptor HMR|orphan nuclear receptor TR3|steroid receptor TR3|testicular receptor 3
12:094800000:107500000:tsg235,12,94800000,107500000,12q23,317,APAF1,APAF-1|CED4,HGNC:576|MIM:602233|Ensembl:ENSG00000120868|HPRD:03755|Vega:OTTHUMG00000170214,apoptotic peptidase activating factor 1,protein-coding,apoptotic protease-activating factor 1
20:017800000:027100000:tsg236,20,17800000,27100000,20p11,3170,FOXA2,HNF3B|TCF3B,HGNC:5022|MIM:600288|Ensembl:ENSG00000125798|HPRD:02618|Vega:OTTHUMG00000032041,forkhead box A2,protein-coding,"HNF-3-beta|HNF-3B|TCF-3B|forkhead box protein A2|hepatic nuclear factor-3-beta|hepatocyte nuclear factor 3, beta|hepatocyte nuclear factor 3-beta|transcription factor 3B"
15:051100000:055800000:tsg237,15,51100000,55800000,15q21.3,3175,ONECUT1,HNF-6|HNF6|HNF6A,HGNC:8138|MIM:604164|Ensembl:ENSG00000169856|HPRD:05002|Vega:OTTHUMG00000131899,one cut homeobox 1,protein-coding,"hepatocyte nuclear factor 6|hepatocyte nuclear factor 6, alpha|one cut domain family member 1|one cut domain, family member 1"
05:097300000:115200000:tsg238,5,97300000,115200000,5q21-q22,324,APC,BTPS2|DP2|DP2.5|DP3|GS|PPP1R46,HGNC:583|MIM:611731|Ensembl:ENSG00000134982|HPRD:01439|Vega:OTTHUMG00000128806,adenomatous polyposis coli,protein-coding,"adenomatosis polyposis coli tumor suppressor|adenomatous polyposis coli protein|deleted in polyposis 2.5|protein phosphatase 1, regulatory subunit 46"
04:172200000:191273063:tsg239,4,172200000,191273063,4q34-q35,3248,HPGD,15-PGDH|PGDH|PGDH1|SDR36C1,HGNC:5154|MIM:601688|Ensembl:ENSG00000164120|HPRD:03406|Vega:OTTHUMG00000160772,hydroxyprostaglandin dehydrogenase 15-(NAD),protein-coding,"15-hydroxyprostaglandin dehydrogenase [NAD+]|NAD+-dependent 15-hydroxyprostaglandin dehydrogenase|prostaglandin dehydrogenase 1|short chain dehydrogenase/reductase family 36C, member 1"
16:082700000:085600000:tsg240,16,82700000,85600000,16q24.1,3394,IRF8,H-ICSBP|ICSBP|ICSBP1|IRF-8,HGNC:5358|MIM:601565|Ensembl:ENSG00000140968|HPRD:03336|Vega:OTTHUMG00000137648,interferon regulatory factor 8,protein-coding,interferon consensus sequence binding protein 1
04:066300000:070400000:tsg241,4,66300000,70400000,4q13.2,339967,TMPRSS11A,ECRG1,HGNC:27954|MIM:611704|Ensembl:ENSG00000187054|HPRD:07123|Vega:OTTHUMG00000129303,"transmembrane protease, serine 11A",protein-coding,airway trypsin-like protease 1|epidermal type II transmembrane serine protease|epidermal type-II transmembrane serine protease|esophageal cancer-susceptibility gene 1 protein|transmembrane protease serine 11A
06:015500000:023500000:tsg242,6,15500000,23500000,6p22.3,3400,ID4,IDB4|bHLHb27,HGNC:5363|MIM:600581|Ensembl:ENSG00000172201|HPRD:08995|Vega:OTTHUMG00000014333,"inhibitor of DNA binding 4, dominant negative helix-loop-helix protein",protein-coding,DNA-binding protein inhibitor ID-4|class B basic helix-loop-helix protein 27
02:205600000:209100000:tsg243,2,205600000,209100000,2q33.3,3417,IDH1,IDCD|IDH|IDP|IDPC|PICD,HGNC:5382|MIM:147700|Ensembl:ENSG00000138413|HPRD:00984|Vega:OTTHUMG00000132943,"isocitrate dehydrogenase 1 (NADP+), soluble",protein-coding,"NADP(+)-specific ICDH|NADP-dependent isocitrate dehydrogenase, cytosolic|NADP-dependent isocitrate dehydrogenase, peroxisomal|isocitrate dehydrogenase [NADP] cytoplasmic|oxalosuccinate decarboxylase"
09:014100000:019900000:tsg244,9,14100000,19900000,9p22,3439,IFNA1,IFL|IFN|IFN-ALPHA|IFN-alphaD|IFNA13|IFNA@,HGNC:5417|MIM:147660|Ensembl:ENSG00000197919|HPRD:00974|Vega:OTTHUMG00000019673,"interferon, alpha 1",protein-coding,IFN-alpha 1b|IFN-alpha-1/13|interferon alpha 1b|interferon alpha-1/13|interferon alpha-D|interferon-alpha1|leIF D
09:038000000:040200000:tsg245,9,38000000,40200000,9p13.1,347252,IGFBPL1,IGFBP-RP4|bA113O24.1,HGNC:20081|MIM:610413|Ensembl:ENSG00000137142|HPRD:17138|Vega:OTTHUMG00000019937,insulin-like growth factor binding protein-like 1,protein-coding,IGFBP-related protein 10|insulin-like growth factor binding protein related protein 4|insulin-like growth factor-binding protein-like 1|insulin-like growth factor-binding-related protein 4
15:018400000:023300000:tsg246,15,18400000,23300000,15q11.2,347745,PAR4,-,-,Prader-Willi/Angelman region gene 4,miscRNA,-
06:160900000:164400000:tsg247,6,160900000,164400000,6q26,3482,IGF2R,CD222|CIMPR|M6P-R|MPR1|MPRI,HGNC:5467|MIM:147280|Ensembl:ENSG00000197081|HPRD:00928|Vega:OTTHUMG00000015945,insulin-like growth factor 2 receptor,protein-coding,300 kDa mannose 6-phosphate receptor|CI Man-6-P receptor|CI-MPR|IGF-II receptor|M6P/IGF2 receptor|M6P/IGF2R|M6PR|MPR 300|cation-independent mannose-6 phosphate receptor|cation-independent mannose-6-phosphate receptor|insulin-like growth factor II receptor
07:043300000:053900000:tsg248,7,43300000,53900000,7p13-p12,3486,IGFBP3,BP-53|IBP3,HGNC:5472|MIM:146732|Ensembl:ENSG00000146674|HPRD:00899|Vega:OTTHUMG00000023769,insulin-like growth factor binding protein 3,protein-coding,IBP-3|IGF-binding protein 3|IGFBP-3|acid stable subunit of the 140 K IGF complex|binding protein 29|binding protein 53|growth hormone-dependent binding protein|insulin-like growth factor-binding protein 3
17:028800000:035600000:tsg249,17,28800000,35600000,17q12-q21.1,3487,IGFBP4,BP-4|HT29-IGFBP|IBP4|IGFBP-4,HGNC:5473|MIM:146733|Ensembl:ENSG00000141753|HPRD:00900|Vega:OTTHUMG00000133326,insulin-like growth factor binding protein 4,protein-coding,IBP-4|IGF-binding protein 4|insulin-like growth factor-binding protein 4
02:197100000:230700000:tsg250,2,197100000,230700000,2q33-q36,3488,IGFBP5,IBP5,HGNC:5474|MIM:146734|Ensembl:ENSG00000115461|HPRD:00901|Vega:OTTHUMG00000133058,insulin-like growth factor binding protein 5,protein-coding,IBP-5|IGF-binding protein 5|IGFBP-5|insulin-like growth factor-binding protein 5
04:052400000:059200000:tsg251,4,52400000,59200000,4q12,3490,IGFBP7,AGM|FSTL2|IBP-7|IGFBP-7|IGFBP-7v|IGFBPRP1|MAC25|PSF|RAMSVPS|TAF,HGNC:5476|MIM:602867|Ensembl:ENSG00000163453|HPRD:04183|Vega:OTTHUMG00000128772,insulin-like growth factor binding protein 7,protein-coding,IGF-binding protein 7|IGFBP-rP1|PGI2-stimulating factor|angiomodulin|insulin-like growth factor-binding protein 7|prostacyclin-stimulating factor|tumor-derived adhesion factor
13:109100000:114142980:tsg252,13,109100000,114142980,13q34,3621,ING1,p24ING1c|p33|p33ING1|p33ING1b|p47|p47ING1a,HGNC:6062|MIM:601566|Ensembl:ENSG00000153487|HPRD:03337|Vega:OTTHUMG00000017346,"inhibitor of growth family, member 1",protein-coding,growth inhibitor ING1|growth inhibitory protein ING1|inhibitor of growth protein 1|tumor suppressor ING1
04:182600000:187300000:tsg253,4,182600000,187300000,4q35.1,3622,ING2,ING1L|p33ING2,HGNC:6063|MIM:604215|Ensembl:ENSG00000168556|HPRD:05021|Vega:OTTHUMG00000150502,"inhibitor of growth family, member 2",protein-coding,ING1Lp|inhibitor of growth 1-like protein|inhibitor of growth protein 2|p32
13:018400000:026700000:tsg254,13,18400000,26700000,13q12.1,3651,PDX1,GSF|IDX-1|IPF1|IUF1|MODY4|PDX-1|STF-1,HGNC:6107|MIM:600733|Ensembl:ENSG00000139515|HPRD:02843|Vega:OTTHUMG00000016638,pancreatic and duodenal homeobox 1,protein-coding,"IPF-1|IUF-1|glucose-sensitive factor|insulin promoter factor 1, homeodomain transcription factor|insulin upstream factor 1|islet/duodenum homeobox-1|pancreas/duodenum homeobox protein 1|pancreatic-duodenal homeobox factor 1|somatostatin transcription factor 1|somatostatin-transactivating factor 1"
05:130400000:135400000:tsg255,5,130400000,135400000,5q31.1,3659,IRF1,IRF-1|MAR,HGNC:6116|MIM:147575|Ensembl:ENSG00000125347|HPRD:00961|Vega:OTTHUMG00000059497,interferon regulatory factor 1,protein-coding,-
19:047800000:063811651:tsg256,19,47800000,63811651,19q13.3-q13.4,3661,IRF3,-,HGNC:6118|MIM:603734|Ensembl:ENSG00000126456|HPRD:04769,interferon regulatory factor 3,protein-coding,-
12:035400000:056300000:tsg257,12,35400000,56300000,12q11-q13,3678,ITGA5,CD49e|FNRA|VLA5A,HGNC:6141|MIM:135620|Ensembl:ENSG00000161638|HPRD:00627|Vega:OTTHUMG00000169841,"integrin, alpha 5 (fibronectin receptor, alpha polypeptide)",protein-coding,"CD49 antigen-like family member E|VLA-5|fibronectin receptor subunit alpha|fibronectin receptor, alpha subunit|integrin alpha-5|integrin alpha-F|very late activation protein 5, alpha subunit"
12:044600000:056300000:tsg258,12,44600000,56300000,12q13,3679,ITGA7,-,HGNC:6143|MIM:600536|Ensembl:ENSG00000135424|HPRD:02761|Vega:OTTHUMG00000170699,"integrin, alpha 7",protein-coding,integrin alpha 7 chain|integrin alpha-7
02:169500000:197100000:tsg259,2,169500000,197100000,2q31-q32,3685,ITGAV,CD51|MSK8|VNRA,HGNC:6150|MIM:193210|Ensembl:ENSG00000138448|HPRD:01903|Vega:OTTHUMG00000132635,"integrin, alpha V (vitronectin receptor, alpha polypeptide, antigen CD51)",protein-coding,antigen identified by monoclonal antibody L230|integrin alpha-V|vitronectin receptor subunit alpha
10:028300000:038800000:tsg260,10,28300000,38800000,10p11.2,3688,ITGB1,CD29|FNRB|GPIIA|MDF2|MSK12|VLA-BETA|VLAB,HGNC:6153|MIM:135630|Ensembl:ENSG00000150093|HPRD:00628|Vega:OTTHUMG00000017928,"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)",protein-coding,"integrin VLA-4 beta subunit|integrin beta-1|very late activation protein, beta polypeptide"
17:041900000:044800000:tsg261,17,41900000,44800000,17q21.32,3690,ITGB3,BDPLT2|CD61|GP3A|GPIIIa|GT,HGNC:6156|MIM:173470|Ensembl:ENSG00000259207|HPRD:01428|Vega:OTTHUMG00000171956,"integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)",protein-coding,integrin beta-3|platelet glycoprotein IIIa|platelet membrane glycoprotein IIIa
17:035400000:047600000:tsg262,17,35400000,47600000,17q21,3728,JUP,ARVD12|CTNNG|DP3|DPIII|PDGB|PKGB,HGNC:6207|MIM:173325|Ensembl:ENSG00000173801|HPRD:01414|Vega:OTTHUMG00000133494,junction plakoglobin,protein-coding,"catenin (cadherin-associated protein), gamma (80kD)|catenin (cadherin-associated protein), gamma 80kDa|catenin gamma|desmoplakin III|desmoplakin-3|gamma-catenin"
11:043400000:048800000:tsg263,11,43400000,48800000,11p11.2,3732,CD82,4F9|C33|GR15|IA4|KAI1|R2|SAR2|ST6|TSPAN27,HGNC:6210|MIM:600623|Ensembl:ENSG00000085117|HPRD:09004|Vega:OTTHUMG00000166472,CD82 molecule,protein-coding,"C33 antigen|CD82 antigen|inducible membrane protein R2|kangai 1 (suppression of tumorigenicity 6, prostate; CD82 antigen (R2 leukocyte antigen, antigen detected by monoclonal and antibody IA4))|metastasis suppressor Kangai-1|tetraspanin-27|tspan-27"
01:222100000:234600000:tsg264,1,222100000,234600000,1q42,375,ARF1,-,HGNC:652|MIM:103180|Ensembl:ENSG00000143761|HPRD:00054|Vega:OTTHUMG00000037595,ADP-ribosylation factor 1,protein-coding,-
01:197500000:212100000:tsg265,1,197500000,212100000,1q32,3814,KISS1,KiSS-1,HGNC:6341|MIM:603286|Ensembl:ENSG00000170498|HPRD:04475|Vega:OTTHUMG00000036060,KiSS-1 metastasis-suppressor,protein-coding,kisspeptin|kisspeptin-1|malignant melanoma metastasis-suppressor|metastasis-suppressor KiSS-1|metastin
03:043600000:051400000:tsg266,3,43600000,51400000,3p21.3,387,RHOA,ARH12|ARHA|RHO12|RHOH12,HGNC:667|MIM:165390|Ensembl:ENSG00000067560|HPRD:01323|Vega:OTTHUMG00000156838,"ras homolog gene family, member A",protein-coding,Aplysia ras-related homolog 12|h12|oncogene RHO H12|rho cDNA clone 12|small GTP binding protein RhoA|transforming protein RhoA
13:026700000:027800000:tsg267,13,26700000,27800000,13q12.2,387496,RASL11A,-,HGNC:23802|MIM:612403|Ensembl:ENSG00000122035|HPRD:17956|Vega:OTTHUMG00000016627,"RAS-like, family 11, member A",protein-coding,ras-like protein family member 11A
02:012800000:023900000:tsg268,2,12800000,23900000,2p24,388,RHOB,ARH6|ARHB|MST081|MSTP081|RHOH6,HGNC:668|MIM:165370|Ensembl:ENSG00000143878|HPRD:01321|Vega:OTTHUMG00000090755,"ras homolog gene family, member B",protein-coding,Aplysia RAS-related homolog 6|h6|oncogene RHO H6|rho cDNA clone 6|rho-related GTP-binding protein RhoB
08:140000000:146274826:tsg269,8,140000000,146274826,8q24.3,389692,MAFA,RIPE3b1|hMafA,HGNC:23145|MIM:610303|Ensembl:ENSG00000182759|HPRD:14346|Vega:OTTHUMG00000165037,v-maf musculoaponeurotic fibrosarcoma oncogene homolog A (avian),protein-coding,pancreatic beta-cell-specific transcriptional activator|transcription factor MafA|transcription factor RIPE3b1
02:150300000:154600000:tsg270,2,150300000,154600000,2q23.3,390,RND3,ARHE|Rho8|RhoE|memB,HGNC:671|MIM:602924|Ensembl:ENSG00000115963|HPRD:04233|Vega:OTTHUMG00000131859,Rho family GTPase 3,protein-coding,"protein MemB|ras homolog gene family, member E|rho-related GTP-binding protein Rho8|rho-related GTP-binding protein RhoE|small GTP binding protein Rho8"
15:076100000:079500000:tsg271,15,76100000,79500000,15q25.1,400410,ST20,HCCS-1,HGNC:33520|Ensembl:ENSG00000180953|Vega:OTTHUMG00000172078,suppressor of tumorigenicity 20,protein-coding,cervical cancer suppressor-1|human cervical cancer suppressor gene 1 protein|suppressor of tumorigenicity 20 protein
11:067100000:069200000:tsg272,11,67100000,69200000,11q13.2,401,PHOX2A,ARIX|CFEOM2|FEOM2|NCAM2|PMX2A,HGNC:691|MIM:602753|Ensembl:ENSG00000165462|HPRD:04129|Vega:OTTHUMG00000167899,paired-like homeobox 2a,protein-coding,ARIX1 homeodomain protein|aristaless homeobox homolog|aristaless homeobox protein homolog|arix homeodomain protein|paired mesoderm homeobox protein 2A
11:120700000:123500000:tsg273,11,120700000,123500000,11q24.1,4013,VWA5A,BCSC-1|BCSC1|LOH11CR2A,HGNC:6658|MIM:602929|Ensembl:ENSG00000110002|HPRD:04238|Vega:OTTHUMG00000165971,von Willebrand factor A domain containing 5A,protein-coding,"breast cancer suppressor candidate 1|loss of heterozygosity 11 chromosomal region 2 gene A protein|loss of heterozygosity, 11, chromosomal region 2, gene A|ortholog of mouse AW551984|von Willebrand factor A domain-containing protein 5A"
05:121500000:127300000:tsg274,5,121500000,127300000,5q23.2,4015,LOX,-,HGNC:6664|MIM:153455|Ensembl:ENSG00000113083|HPRD:01087|Vega:OTTHUMG00000128914,lysyl oxidase,protein-coding,protein-lysine 6-oxidase
03:112800000:131500000:tsg275,3,112800000,131500000,3q13.2-q21,4045,LSAMP,IGLON3|LAMP,HGNC:6705|MIM:603241|Ensembl:ENSG00000185565|HPRD:09128|Vega:OTTHUMG00000159308,limbic system-associated membrane protein,protein-coding,IgLON family member 3
03:044700000:051400000:tsg276,3,44700000,51400000,3p21.31,4057,LTF,GIG12|HLF2|LF,HGNC:6720|MIM:150210|Ensembl:ENSG00000012223|HPRD:01028|Vega:OTTHUMG00000156325,lactotransferrin,protein-coding,growth-inhibiting protein 12|neutrophil lactoferrin|talalactoferrin
09:095600000:098200000:tsg277,9,95600000,98200000,9q22.32,406881,MIRLET7A1,LET7A1|MIRNLET7A1|let-7a-1,HGNC:31476|MIM:605386|miRBase:MI0000060,microRNA let-7a-1,miscRNA,-
11:120700000:123500000:tsg278,11,120700000,123500000,11q24.1,406882,MIRLET7A2,LET7A2|MIRNLET7A2|let-7a-2,HGNC:31477|MIM:612142|miRBase:MI0000061,microRNA let-7a-2,miscRNA,-
22:042600000:047000000:tsg279,22,42600000,47000000,22q13.31,406883,MIRLET7A3,LET7A3|MIRNLET7A3|let-7a-3,HGNC:31478|MIM:612143|miRBase:MI0000062,microRNA let-7a-3,miscRNA,-
22:042600000:047000000:tsg280,22,42600000,47000000,22q13.31,406884,MIRLET7B,LET7B|MIRNLET7B|hsa-let-7b|let-7b,HGNC:31479|MIM:611249|miRBase:MI0000063,microRNA let-7b,miscRNA,-
21:015300000:022900000:tsg281,21,15300000,22900000,21q21.1,406885,MIRLET7C,LET7C|MIRNLET7C|hsa-let-7c|let-7c,HGNC:31480|MIM:612144|miRBase:MI0000064,microRNA let-7c,miscRNA,-
09:095600000:098200000:tsg282,9,95600000,98200000,9q22.32,406886,MIRLET7D,LET7D|MIRNLET7D|hsa-let-7d|let-7d,HGNC:31481|MIM:612145|miRBase:MI0000065,microRNA let-7d,miscRNA,-
19:057600000:059100000:tsg283,19,57600000,59100000,19q13.41,406887,MIRLET7E,MIRNLET7E|hsa-let-7e|let-7e,HGNC:31482|MIM:611250|miRBase:MI0000066,microRNA let-7e,miscRNA,-
09:095600000:098200000:tsg284,9,95600000,98200000,9q22.32,406888,MIRLET7F1,LET7F1|MIRNLET7F1|let-7f-1,HGNC:31483|MIM:612146|miRBase:MI0000067,microRNA let-7f-1,miscRNA,-
X:049700000:054700000:tsg285,X,49700000,54700000,Xp11.22,406889,MIRLET7F2,LET7F2|MIRNLET7F2|let-7f-2,HGNC:31484|MIM:300721|miRBase:MI0000068,microRNA let-7f-2,miscRNA,-
03:051700000:054400000:tsg286,3,51700000,54400000,3p21.1,406890,MIRLET7G,LET7G|MIRNLET7G|hsa-let-7g,HGNC:31485|MIM:612102|miRBase:MI0000433,microRNA let-7g,miscRNA,-
12:056300000:061400000:tsg287,12,56300000,61400000,12q14.1,406891,MIRLET7I,LET7I|MIRNLET7I|hsa-let-7i,HGNC:31486|MIM:612148|miRBase:MI0000434,microRNA let-7i,miscRNA,-
01:060900000:068700000:tsg288,1,60900000,68700000,1p31.3,406893,MIR101-1,MIRN101-1,HGNC:31488|MIM:612511|miRBase:MI0000103,microRNA 101-1,miscRNA,-
09:004600000:009000000:tsg289,9,4600000,9000000,9p24.1,406894,MIR101-2,MIRN101-2,HGNC:31489|MIM:612512|miRBase:MI0000739,microRNA 101-2,miscRNA,-
